servingCellID,ServingCellRSRP,Nbr1CellID,Nbr1RSRP,Nbr2CellID,Nbr2RSRP,ServCellRSRQ
854,5,51,6,42,9,39,31
855,2,54,3,41,5,40,32
856,6,43,9,47,5,43,19
857,5,49,6,42,8,39,30
858,2,45,6,42,5,39,28
859,5,50,2,48,6,46,27
860,5,48,9,42,6,38,30
861,2,52,3,45,5,44,30
862,5,51,9,42,2,39,31
863,5,41,8,43,9,42,20
864,5,43,9,40,8,35,26
865,9,47,5,43,6,42,28
866,5,48,6,49,2,42,25
867,5,42,9,42,6,40,22
868,5,50,6,44,9,40,30
869,5,54,2,42,6,39,32
870,6,50,5,44,2,35,31
871,8,48,5,45,9,41,28
872,2,48,1,41,3,40,30
873,5,52,6,43,9,37,31
874,2,50,3,46,6,39,31
875,5,51,6,40,8,39,31
876,2,41,5,40,3,38,23
877,5,47,6,46,2,46,25
878,5,43,9,39,6,37,26
879,2,54,3,42,5,39,32
880,8,47,9,44,7,33,29
881,9,43,8,42,5,41,24
882,5,52,2,40,9,39,32
883,5,45,9,40,6,40,26
884,9,45,5,42,6,41,26
885,5,50,6,51,2,43,24
886,5,43,9,42,2,35,25
887,5,49,6,46,9,43,26
888,6,49,5,45,2,41,28
889,8,48,5,47,9,43,27
890,2,48,1,39,3,37,31
891,5,53,6,43,9,38,32
892,2,48,3,47,6,37,31
893,2,52,3,46,5,39,30
894,5,52,6,41,8,38,32
895,2,38,5,39,3,38,20
896,5,45,6,46,2,46,22
897,5,39,8,43,9,39,18
898,2,54,3,43,6,40,32
899,8,48,9,42,5,36,30
900,9,44,5,39,8,39,27
901,5,50,2,37,6,37,32
902,5,46,6,48,9,40,23
903,9,44,5,42,6,40,24
904,5,53,6,57,2,43,21
905,5,44,9,38,8,37,28
906,8,44,9,39,5,38,28
907,5,44,9,45,6,40,22
908,5,58,3,48,6,42,32
909,6,47,5,43,2,40,29
910,8,49,5,48,9,41,27
911,2,47,1,38,3,35,31
912,5,51,6,45,9,39,30
913,2,47,3,48,6,36,29
914,2,53,3,47,5,38,31
915,2,36,6,35,3,32,22
916,2,56,3,48,6,45,32
917,2,46,6,44,5,41,25
918,6,57,5,54,2,44,29
919,9,45,8,42,5,41,27
920,5,43,6,45,9,38,23
921,9,41,8,41,5,39,22
922,5,45,8,41,6,34,28
923,8,46,9,40,5,36,29
924,5,57,6,45,3,43,32
925,6,45,5,42,2,39,28
926,8,48,5,49,9,42,24
927,5,45,6,50,9,41,19
928,2,45,3,44,5,34,34
929,9,49,5,43,6,39,30
930,5,52,6,48,9,40,30
931,2,33,5,35,3,33,18
932,2,55,3,47,6,43,31
933,2,42,6,46,5,41,19
934,6,52,5,54,2,44,24
935,8,47,9,46,6,35,28
936,9,46,5,43,8,42,27
937,5,39,6,40,8,35,21
938,9,41,5,41,8,38,23
939,5,46,6,39,8,39,29
940,8,50,9,45,5,36,30
941,5,51,6,50,3,45,25
942,6,48,2,40,5,39,30
943,6,50,5,46,2,39,29
944,6,42,5,44,3,41,22
945,8,47,5,51,9,48,20
946,2,50,5,40,3,38,31
947,2,44,3,42,6,37,34
948,2,56,3,51,5,41,30
949,9,48,5,42,6,40,30
950,5,55,6,53,9,43,28
951,2,34,5,38,6,32,18
952,2,51,3,48,6,40,29
953,6,47,5,51,2,47,19
954,8,43,9,48,6,36,21
955,9,45,5,43,8,41,26
956,5,40,3,40,6,39,23
957,9,42,6,38,5,37,26
958,5,39,2,35,3,31,28
959,5,48,6,46,2,45,24
960,5,47,6,42,8,35,30
961,5,48,6,49,2,47,20
962,6,46,5,41,2,37,29
963,6,51,5,44,2,38,31
964,2,49,5,40,3,40,31
965,2,45,3,45,6,38,34
966,2,54,3,50,5,40,30
967,9,48,5,41,6,39,30
968,5,59,6,52,9,44,31
969,5,45,6,43,3,41,26
970,9,58,5,52,8,46,30
971,9,51,8,39,6,36,32
972,5,50,6,44,2,35,30
973,9,50,8,45,5,42,29
974,5,44,2,50,6,50,14
975,5,38,6,44,3,42,15
976,9,40,6,41,8,39,21
977,5,43,2,36,3,35,30
978,5,44,6,51,2,43,14
979,5,44,6,43,8,36,27
980,8,49,9,44,5,40,28
981,6,43,5,43,2,39,25
982,6,52,5,45,2,38,31
983,2,49,6,50,5,43,25
984,2,48,3,39,5,38,31
985,2,49,3,50,6,38,28
986,9,48,5,39,7,39,31
987,5,37,6,45,3,40,13
988,5,60,6,52,9,45,31
989,5,41,6,45,2,38,19
990,9,59,5,52,8,46,31
991,2,54,3,45,6,40,31
992,6,56,5,44,2,43,32
993,6,45,3,38,9,37,28
994,5,47,6,40,1,35,30
995,9,53,8,45,5,43,31
996,9,42,6,44,5,40,22
997,5,44,2,41,3,37,28
998,5,43,6,43,8,38,26
999,8,49,9,43,5,42,29
1000,6,46,3,41,5,40,28
1001,6,44,5,45,2,37,25
1002,2,49,3,38,5,37,31
1003,2,50,3,54,5,39,22
1004,9,48,7,39,6,37,30
1005,5,53,6,52,9,47,26
1006,9,59,5,52,8,44,31
1007,2,54,6,43,3,41,32
1008,6,53,2,45,3,40,31
1009,6,57,5,46,2,45,32
1010,6,46,9,36,5,36,30
1011,5,49,6,46,1,37,29
1012,9,52,8,48,5,47,28
1013,3,56,2,48,5,43,31
1014,9,48,5,43,6,41,29
1015,5,41,2,41,3,39,24
1016,5,46,6,45,8,40,27
1017,8,50,9,44,5,43,29
1018,6,45,3,44,5,40,26
1019,6,46,5,48,2,36,24
1020,2,52,3,41,5,40,32
1021,9,52,7,41,6,40,31
1022,5,47,6,53,9,46,18
1023,2,55,3,44,6,44,32
1024,3,56,2,49,6,41,31
1025,6,54,2,42,3,41,32
1026,6,56,2,44,5,43,32
1027,6,47,5,38,9,35,31
1028,6,52,5,47,9,45,29
1029,9,48,8,51,5,45,21
1030,3,60,2,47,5,44,32
1031,9,48,5,42,6,41,30
1032,5,40,3,41,2,40,22
1033,5,47,6,47,8,39,26
1034,8,47,9,46,5,42,25
1035,6,43,3,43,5,36,25
1036,6,46,5,48,3,36,24
1037,2,50,5,43,3,40,31
1038,9,52,8,42,7,42,30
1039,9,55,5,46,6,39,32
1040,9,53,8,48,5,39,30
1041,2,48,3,47,6,47,22
1042,3,55,2,49,6,40,31
1043,6,47,2,43,3,42,27
1044,8,53,9,47,5,40,30
1045,6,52,2,39,3,38,32
1046,6,46,5,37,3,35,31
1047,6,49,9,46,5,46,27
1048,9,50,5,38,6,38,32
1049,5,38,3,46,2,40,12
1050,5,43,6,45,8,40,22
1051,8,39,9,45,5,44,13
1052,6,46,3,42,5,32,29
1053,2,42,6,48,3,47,14
1054,6,46,5,45,3,39,26
1055,2,46,5,44,3,40,27
1056,9,53,8,45,7,42,31
1057,9,54,5,41,6,41,32
1058,9,50,8,44,5,36,31
1059,3,48,2,42,5,37,30
1060,6,50,3,49,2,41,27
1061,9,45,5,44,6,43,24
1062,6,42,3,45,2,43,19
1063,8,51,9,47,6,38,29
1064,6,54,3,39,9,39,32
1065,6,46,9,37,5,36,30
1066,6,47,9,42,5,41,29
1067,3,53,2,44,5,43,31
1068,9,51,6,38,5,36,32
1069,6,47,2,43,3,39,28
1070,6,42,8,40,5,39,26
1071,2,43,3,41,5,41,24
1072,9,48,8,45,5,45,25
1073,9,50,8,41,5,35,32
1074,3,50,2,40,6,39,31
1075,6,52,3,52,2,38,26
1076,9,45,6,43,5,42,26
1077,6,41,3,44,2,43,18
1078,8,48,9,48,6,37,26
1079,6,49,9,37,5,36,32
1080,3,51,5,45,1,43,30
1081,6,47,2,43,3,39,28
1082,6,43,8,41,5,38,27
1083,2,40,3,44,6,40,17
1084,9,45,5,45,6,42,23
1085,3,49,2,40,6,40,30
1086,9,47,6,41,8,39,29
1087,3,44,6,43,2,42,23
1088,8,46,9,47,6,35,25
1089,3,52,5,42,1,38,32
1090,3,49,2,42,6,41,30
1091,9,53,6,39,8,36,33
1092,6,45,3,46,5,35,25
1093,6,50,3,40,2,39,31
1094,6,45,8,36,5,36,30
1095,9,46,5,43,6,41,27
1096,3,57,6,42,5,42,32
1097,9,42,6,41,8,38,24
1098,3,44,2,45,6,44,22
1099,8,47,9,45,5,35,28
1100,6,52,5,42,9,36,31
1101,6,52,5,38,9,37,33
1102,3,54,5,38,2,38,33
1103,3,49,2,43,6,40,30
1104,9,48,6,39,8,37,31
1105,6,41,3,46,4,36,19
1106,6,55,5,41,2,40,32
1107,6,41,5,37,9,34,27
1108,9,45,5,43,6,41,26
1109,9,41,6,43,5,40,20
1110,3,46,2,46,6,44,24
1111,8,50,9,50,5,41,26
1112,3,44,6,40,4,34,29
1113,6,51,5,46,3,41,29
1114,6,53,5,38,9,38,33
1115,3,50,6,45,2,43,29
1116,9,50,6,39,8,38,32
1117,6,42,5,40,9,36,26
1118,9,47,5,44,8,40,28
1119,9,43,6,44,8,39,24
1120,3,46,2,46,6,43,24
1121,8,50,9,50,5,41,26
1122,3,42,6,41,5,34,27
1123,6,51,5,42,3,40,30
1124,3,50,6,46,2,44,28
1125,9,49,8,39,6,38,32
1126,6,45,5,39,9,39,29
1127,9,47,5,39,6,36,31
1128,9,42,6,41,8,38,25
1129,3,45,2,46,6,44,23
1130,8,47,9,52,6,43,19
1131,3,42,6,45,5,39,22
1132,3,48,6,48,2,44,25
1133,9,51,6,40,8,37,32
1134,6,51,3,42,5,40,31
1135,9,52,6,47,8,46,29
1136,6,45,9,38,5,34,31
1137,9,47,6,39,5,36,31
1138,6,44,3,44,5,36,25
1139,9,43,6,42,8,39,26
1140,3,50,2,46,6,42,28
1141,3,53,2,47,6,47,29
1142,6,56,5,42,3,42,32
1143,9,55,8,45,6,43,31
1144,6,44,9,38,5,32,31
1145,9,39,6,42,5,35,22
1146,6,40,5,40,3,37,22
1147,9,45,8,47,6,40,24
1148,3,54,2,47,6,40,31
1149,3,52,2,46,6,45,30
1150,9,50,6,46,8,37,30
1151,6,55,3,45,5,41,32
1152,6,52,5,38,3,37,32
1153,9,57,8,43,6,40,33
1154,6,49,5,36,9,34,32
1155,6,39,3,40,5,39,22
1156,9,49,8,50,6,40,25
1157,6,44,9,38,3,35,29
1158,3,53,6,46,2,44,31
1159,9,45,6,51,8,38,19
1160,6,52,3,43,2,42,31
1161,6,50,9,37,5,36,33
1162,6,40,3,45,5,37,19
1163,9,52,8,53,6,40,26
1164,6,48,9,43,8,41,29
1165,3,56,2,45,5,40,32
1166,6,45,9,42,3,34,29
1167,3,53,6,44,2,40,32
1168,6,55,2,43,3,42,32
1169,6,50,5,40,3,37,32
1170,3,48,6,40,5,39,31
1171,6,50,9,46,8,39,29
1172,6,47,9,44,3,34,29
1173,3,56,6,46,2,41,32
1174,6,50,3,43,5,39,31
1175,3,53,5,41,6,36,32
1176,9,51,8,49,6,38,29
1177,6,50,9,45,8,36,30
1178,3,52,5,40,6,36,32
1179,9,44,8,47,6,40,22
1180,6,49,9,43,8,38,30
1181,6,51,9,46,5,41,30
1182,3,51,5,38,6,36,33
1183,9,40,8,43,6,41,20
1184,6,48,9,44,8,39,29
1185,9,40,8,44,6,44,16
1186,6,50,9,49,5,42,27
1187,3,49,6,39,5,36,32
1188,6,50,9,48,8,38,28
1189,8,46,6,45,9,41,25
1190,6,52,3,48,2,40,29
1191,3,54,6,52,2,40,29
1192,6,50,9,48,5,40,28
1193,3,47,6,42,5,35,30
1194,8,45,6,45,9,41,25
1195,6,50,9,47,5,39,29
1196,3,49,6,40,5,35,32
1197,8,44,6,43,9,41,25
1198,6,53,9,46,5,39,31
1199,6,51,9,45,3,36,31
1200,8,40,9,44,6,41,19
1201,6,53,9,52,8,42,27
1202,3,56,6,49,8,40,31
1203,9,48,6,41,8,38,30
1204,6,55,9,46,5,44,32
1205,6,52,9,48,3,39,30
1206,6,52,9,49,8,39,30
1207,6,59,5,45,9,44,33
1208,3,46,6,40,5,34,31
1209,6,52,9,46,3,38,31
1210,6,51,9,47,8,37,30
1211,3,58,6,50,5,47,31
1212,3,40,6,38,9,32,26
1213,6,51,9,44,3,37,31
1214,6,47,9,47,8,39,26
1215,3,55,6,55,5,42,26
1216,3,43,6,39,9,32,29
1217,6,60,9,47,5,44,33
1218,6,52,9,42,3,35,32
1219,6,48,9,52,8,37,21
1220,3,44,6,41,9,33,29
1221,6,59,9,47,5,42,33
1222,6,53,3,47,9,40,31
1223,6,46,9,44,3,35,27
1224,3,59,6,48,5,44,32
1225,3,45,6,41,9,33,29
1226,6,49,9,42,3,40,30
1227,6,45,9,47,3,37,22
1228,6,50,3,36,5,34,33
1229,3,42,6,40,9,34,26
1230,6,46,9,43,3,35,28
1231,9,50,6,37,3,36,32
1232,9,50,6,42,3,40,31
1233,6,44,5,35,8,32,30
1234,3,41,6,41,9,30,27
1235,6,53,9,41,8,39,32
1236,6,46,9,41,8,37,29
1237,9,45,6,43,3,36,27
1238,9,50,6,42,3,42,31
1239,6,39,8,37,5,35,24
1240,3,38,6,38,9,31,26
1241,6,51,8,40,9,35,32
1242,6,45,9,38,8,38,29
1243,9,43,6,47,3,37,20
1244,9,51,6,42,3,42,31
1245,6,45,5,36,8,35,29
1246,9,48,6,40,3,33,31
1247,3,36,6,39,9,30,22
1248,6,49,8,40,9,35,31
1249,6,49,3,37,5,36,32
1250,6,47,8,41,2,36,30
1251,9,47,6,39,3,38,31
1252,6,49,5,36,8,33,32
1253,6,42,3,37,9,31,30
1254,9,41,6,44,3,35,20
1255,6,47,8,37,5,37,30
1256,6,51,5,37,3,37,32
1257,6,50,8,39,9,37,32
1258,6,48,5,42,9,33,31
1259,9,47,3,37,6,37,31
1260,3,51,6,45,9,40,31
1261,6,49,9,39,2,34,32
1262,6,44,9,44,2,34,26
1263,6,42,3,40,9,32,28
1264,6,44,9,41,3,37,27
1265,3,49,5,36,6,36,32
1266,6,42,9,35,8,34,29
1267,6,47,3,38,5,37,31
1268,6,50,9,38,8,37,32
1269,6,47,5,43,9,36,29
1270,9,45,6,41,3,35,28
1271,3,48,6,43,9,34,31
1272,6,48,5,38,9,37,31
1273,9,49,5,36,6,33,32
1274,6,41,9,44,2,32,22
1275,6,42,3,41,1,31,27
1276,6,44,3,44,9,35,26
1277,6,46,9,44,3,36,28
1278,6,39,9,34,5,32,28
1279,6,49,3,42,5,39,31
1280,9,41,6,37,2,33,28
1281,6,47,5,42,9,41,29
1282,9,43,6,41,5,39,25
1283,3,43,6,40,9,32,29
1284,6,50,5,38,9,37,32
1285,9,49,5,36,3,36,32
1286,3,45,6,39,2,33,32
1287,6,44,3,40,1,34,29
1288,6,43,3,43,9,36,25
1289,6,44,9,47,2,33,23
